Chromosome,Feature,Start,End,Strand,ID_gene,Start-2000,End+2000,seqnames,start,end,width,Status,Gene,coverage_percentage,overlap,file
chr05,gene,21055247,21056891,+,Os05g0429100,21053247,21058891,chr05,21056401,21056500,100,hyper,Os05g0429100,100,TRUE,BGI (CHH context)
chr05,gene,21144334,21148363,-,Os05g0430900,21142334,21150363,chr05,21146801,21146900,100,hypo,Os05g0430900,100,TRUE,BGI (CHH context)
chr05,gene,22214698,22219617,-,Os05g0452900,22212698,22221617,chr05,22215901,22216000,100,hypo,Os05g0452900,100,TRUE,BGI (CHH context)
chr05,gene,22448151,22450166,+,Os05g0457000,22446151,22452166,chr05,22448701,22448800,100,hypo,Os05g0457000,100,TRUE,BGI (CHH context)
chr05,gene,22448151,22450166,+,Os05g0457000,22446151,22452166,chr05,22450001,22450100,100,hyper,Os05g0457000,100,TRUE,BGI (CHH context)
chr05,gene,23204531,23213279,+,Os05g0472400,23202531,23215279,chr05,23205401,23205500,100,hypo,Os05g0472400,100,TRUE,BGI (CHH context)
chr05,gene,23551056,23553806,+,Os05g0479025,23549056,23555806,chr05,23553601,23553700,100,hypo,Os05g0479025,100,TRUE,BGI (CHH context)
chr05,gene,24490026,24490222,+,Os05g0497775,24488026,24492222,chr05,24490001,24490100,100,hypo,Os05g0497775,75,TRUE,BGI (CHH context)
chr05,gene,24669675,24673123,-,Os05g0501300,24667675,24675123,chr05,24670601,24670800,200,hypo,Os05g0501300,100,TRUE,BGI (CHH context)
chr05,gene,24669876,24671036,+,Os05g0501325,24667876,24673036,chr05,24670601,24670800,200,hypo,Os05g0501325,100,TRUE,BGI (CHH context)
chr05,gene,24835787,24839449,-,Os05g0504800,24833787,24841449,chr05,24835901,24836000,100,hypo,Os05g0504800,100,TRUE,BGI (CHH context)
chr05,gene,24895872,24898803,-,Os05g0505075,24893872,24900803,chr05,24897601,24897700,100,hypo,Os05g0505075,100,TRUE,BGI (CHH context)
chr05,gene,24961645,24964469,-,Os05g0505692,24959645,24966469,chr05,24963401,24963500,100,hypo,Os05g0505692,100,TRUE,BGI (CHH context)
chr05,gene,25675551,25679840,-,Os05g0518101,25673551,25681840,chr05,25675801,25675900,100,hypo,Os05g0518101,100,TRUE,BGI (CHH context)
chr05,gene,25788803,25793522,-,Os05g0519500,25786803,25795522,chr05,25791901,25792000,100,hypo,Os05g0519500,100,TRUE,BGI (CHH context)
chr05,gene,26120568,26127026,-,Os05g0524575,26118568,26129026,chr05,26124701,26124900,200,hypo,Os05g0524575,100,TRUE,BGI (CHH context)
chr05,gene,26371480,26372835,+,Os05g0531200,26369480,26374835,chr05,26372101,26372200,100,hypo,Os05g0531200,100,TRUE,BGI (CHH context)
chr05,gene,26413638,26416361,-,Os05g0532500,26411638,26418361,chr05,26413701,26413800,100,hypo,Os05g0532500,100,TRUE,BGI (CHH context)
chr05,gene,27346382,27353777,+,Os05g0550650,27344382,27355777,chr05,27347201,27347300,100,hypo,Os05g0550650,100,TRUE,BGI (CHH context)
chr05,gene,27346433,27356977,-,Os05g0550700,27344433,27358977,chr05,27347201,27347300,100,hypo,Os05g0550700,100,TRUE,BGI (CHH context)
chr05,gene,27360938,27367472,+,Os05g0550800,27358938,27369472,chr05,27362801,27362900,100,hypo,Os05g0550800,100,TRUE,BGI (CHH context)
chr05,gene,27778798,27784774,+,Os05g0558400,27776798,27786774,chr05,27780101,27780300,200,hypo,Os05g0558400,100,TRUE,BGI (CHH context)
chr05,gene,28107309,28107839,-,Os05g0564601,28105309,28109839,chr05,28107301,28107400,100,hypo,Os05g0564601,92,TRUE,BGI (CHH context)
chr05,gene,29664055,29667564,-,Os05g0595500,29662055,29669564,chr05,29666801,29666900,100,hypo,Os05g0595500,100,TRUE,BGI (CHH context)
chr06,gene,195018,204322,+,Os06g0102800,193018,206322,chr06,203701,203800,100,hypo,Os06g0102800,100,TRUE,BGI (CHH context)
chr06,gene,850897,852192,+,Os06g0115000,848897,854192,chr06,851701,851800,100,hyper,Os06g0115000,100,TRUE,BGI (CHH context)
chr06,gene,1003452,1006255,-,Os06g0118301,1001452,1008255,chr06,1006001,1006100,100,hypo,Os06g0118301,100,TRUE,BGI (CHH context)
chr06,gene,1009683,1011303,+,Os06g0118600,1007683,1013303,chr06,1011201,1011300,100,hypo,Os06g0118600,100,TRUE,BGI (CHH context)
chr06,gene,1063563,1066532,-,Os06g0119600,1061563,1068532,chr06,1065901,1066000,100,hypo,Os06g0119600,100,TRUE,BGI (CHH context)
chr06,gene,1187781,1209114,-,Os06g0122800,1185781,1211114,chr06,1205801,1205900,100,hyper,Os06g0122800,100,TRUE,BGI (CHH context)
chr06,gene,1565577,1573802,+,Os06g0129600,1563577,1575802,chr06,1571101,1571200,100,hypo,Os06g0129600,100,TRUE,BGI (CHH context)
chr06,gene,1565698,1573795,-,Os06g0129650,1563698,1575795,chr06,1571101,1571200,100,hypo,Os06g0129650,100,TRUE,BGI (CHH context)
chr06,gene,1588473,1602310,+,Os06g0130000,1586473,1604310,chr06,1599301,1599400,100,hypo,Os06g0130000,100,TRUE,BGI (CHH context)
chr06,gene,3001438,3009777,-,Os06g0158900,2999438,3011777,chr06,3006901,3007000,100,hypo,Os06g0158900,100,TRUE,BGI (CHH context)
chr06,gene,3074387,3077781,-,Os06g0160600,3072387,3079781,chr06,3075701,3075800,100,hypo,Os06g0160600,100,TRUE,BGI (CHH context)
chr06,gene,3286611,3296253,-,Os06g0164900,3284611,3298253,chr06,3293901,3294000,100,hypo,Os06g0164900,100,TRUE,BGI (CHH context)
chr06,gene,3428704,3433378,+,Os06g0168000,3426704,3435378,chr06,3431701,3431800,100,hypo,Os06g0168000,100,TRUE,BGI (CHH context)
chr06,gene,3663062,3664355,+,Os06g0172750,3661062,3666355,chr06,3663601,3663700,100,hypo,Os06g0172750,100,TRUE,BGI (CHH context)
chr06,gene,4659870,4667054,+,Os06g0192500,4657870,4669054,chr06,4662201,4662300,100,hypo,Os06g0192500,100,TRUE,BGI (CHH context)
chr06,gene,5265125,5268373,-,Os06g0204100,5263125,5270373,chr06,5267201,5267300,100,hypo,Os06g0204100,100,TRUE,BGI (CHH context)
chr06,gene,5317478,5318998,-,Os06g0205250,5315478,5320998,chr06,5317701,5317800,100,hypo,Os06g0205250,100,TRUE,BGI (CHH context)
chr06,gene,5477455,5478068,+,Os06g0207866,5475455,5480068,chr06,5477901,5478000,100,hypo,Os06g0207866,100,TRUE,BGI (CHH context)
chr06,gene,5489247,5490602,+,Os06g0207950,5487247,5492602,chr06,5490001,5490100,100,hyper,Os06g0207950,100,TRUE,BGI (CHH context)
chr06,gene,5705391,5707866,-,Os06g0211700,5703391,5709866,chr06,5707601,5707700,100,hypo,Os06g0211700,100,TRUE,BGI (CHH context)
chr06,gene,5930467,5931984,-,Os06g0216700,5928467,5933984,chr06,5931101,5931200,100,hypo,Os06g0216700,100,TRUE,BGI (CHH context)
chr06,gene,6440527,6447606,-,Os06g0224200,6438527,6449606,chr06,6441001,6441100,100,hypo,Os06g0224200,100,TRUE,BGI (CHH context)
chr06,gene,6682437,6685947,-,Os06g0228600,6680437,6687947,chr06,6685301,6685400,100,hypo,Os06g0228600,100,TRUE,BGI (CHH context)
chr06,gene,6725343,6734351,+,Os06g0229300,6723343,6736351,chr06,6731601,6731700,100,hyper,Os06g0229300,100,TRUE,BGI (CHH context)
chr06,gene,7013989,7018602,+,Os06g0234633,7011989,7020602,chr06,7017901,7018000,100,hypo,Os06g0234633,100,TRUE,BGI (CHH context)
chr06,gene,7144218,7146074,-,Os06g0237400,7142218,7148074,chr06,7144301,7144400,100,hypo,Os06g0237400,100,TRUE,BGI (CHH context)
chr06,gene,7333167,7336677,+,Os06g0241200,7331167,7338677,chr06,7335301,7335400,100,hyper,Os06g0241200,100,TRUE,BGI (CHH context)
chr06,gene,7597085,7598163,-,Os06g0246200,7595085,7600163,chr06,7598101,7598200,100,hyper,Os06g0246200,63,TRUE,BGI (CHH context)
chr06,gene,7607108,7607939,-,Os06g0246600,7605108,7609939,chr06,7607101,7607200,100,hypo,Os06g0246600,93,TRUE,BGI (CHH context)
chr06,gene,8162028,8166874,-,Os06g0256600,8160028,8168874,chr06,8164101,8164200,100,hypo,Os06g0256600,100,TRUE,BGI (CHH context)
chr06,gene,8374547,8376921,-,Os06g0260000,8372547,8378921,chr06,8375901,8376000,100,hypo,Os06g0260000,100,TRUE,BGI (CHH context)
chr06,gene,8836978,8837922,-,Os06g0266400,8834978,8839922,chr06,8837301,8837400,100,hypo,Os06g0266400,100,TRUE,BGI (CHH context)
chr06,gene,8868033,8869886,-,Os06g0267200,8866033,8871886,chr06,8868701,8868800,100,hypo,Os06g0267200,100,TRUE,BGI (CHH context)
chr06,gene,9315991,9323826,+,Os06g0274500,9313991,9325826,chr06,9318101,9318200,100,hypo,Os06g0274500,100,TRUE,BGI (CHH context)
chr06,gene,9633342,9636447,+,Os06g0278450,9631342,9638447,chr06,9633401,9633500,100,hypo,Os06g0278450,100,TRUE,BGI (CHH context)
chr06,gene,10184539,10203254,+,Os06g0285920,10182539,10205254,chr06,10201501,10201600,100,hyper,Os06g0285920,100,TRUE,BGI (CHH context)
chr06,gene,11170411,11174887,-,Os06g0300000,11168411,11176887,chr06,11172001,11172100,100,hypo,Os06g0300000,100,TRUE,BGI (CHH context)
chr06,gene,11170702,11174895,+,Os06g0300100,11168702,11176895,chr06,11172001,11172100,100,hypo,Os06g0300100,100,TRUE,BGI (CHH context)
chr06,gene,12262695,12266951,+,Os06g0316950,12260695,12268951,chr06,12266201,12266300,100,hypo,Os06g0316950,100,TRUE,BGI (CHH context)
chr06,gene,12691975,12694849,-,Os06g0325200,12689975,12696849,chr06,12693501,12693600,100,hyper,Os06g0325200,100,TRUE,BGI (CHH context)
chr06,gene,12692418,12694834,+,Os06g0325350,12690418,12696834,chr06,12693501,12693600,100,hyper,Os06g0325350,100,TRUE,BGI (CHH context)
chr06,gene,12991051,13000888,-,Os06g0329200,12989051,13002888,chr06,12997301,12997400,100,hypo,Os06g0329200,100,TRUE,BGI (CHH context)
chr06,gene,13704784,13716851,+,Os06g0342750,13702784,13718851,chr06,13709101,13709300,200,hypo,Os06g0342750,100,TRUE,BGI (CHH context)
chr06,gene,13704784,13716851,+,Os06g0342750,13702784,13718851,chr06,13711201,13711300,100,hypo,Os06g0342750,100,TRUE,BGI (CHH context)
chr06,gene,13704784,13716851,+,Os06g0342750,13702784,13718851,chr06,13716301,13716400,100,hypo,Os06g0342750,100,TRUE,BGI (CHH context)
chr06,gene,14880277,14892856,-,Os06g0360300,14878277,14894856,chr06,14890501,14890600,100,hypo,Os06g0360300,100,TRUE,BGI (CHH context)
chr06,gene,14895813,14913391,-,Os06g0360600,14893813,14915391,chr06,14908301,14908400,100,hyper,Os06g0360600,100,TRUE,BGI (CHH context)
chr06,gene,14895813,14913391,-,Os06g0360600,14893813,14915391,chr06,14909401,14909600,200,hypo,Os06g0360600,100,TRUE,BGI (CHH context)
chr06,gene,14895813,14913391,-,Os06g0360600,14893813,14915391,chr06,14911001,14911100,100,hypo,Os06g0360600,100,TRUE,BGI (CHH context)
chr06,gene,14952665,14958965,-,Os06g0361500,14950665,14960965,chr06,14954501,14954600,100,hypo,Os06g0361500,100,TRUE,BGI (CHH context)
chr06,gene,15189242,15197492,+,Os06g0364500,15187242,15199492,chr06,15193101,15193200,100,hypo,Os06g0364500,100,TRUE,BGI (CHH context)
chr06,gene,15335687,15365531,+,Os06g0367100,15333687,15367531,chr06,15348601,15348700,100,hypo,Os06g0367100,100,TRUE,BGI (CHH context)
chr06,gene,15335687,15365531,+,Os06g0367100,15333687,15367531,chr06,15349501,15349600,100,hypo,Os06g0367100,100,TRUE,BGI (CHH context)
chr06,gene,15578047,15582320,+,Os06g0469800,15576047,15584320,chr06,15582001,15582200,200,hyper,Os06g0469800,100,TRUE,BGI (CHH context)
chr06,gene,16011333,16032779,+,Os06g0476200,16009333,16034779,chr06,16015501,16015600,100,hypo,Os06g0476200,100,TRUE,BGI (CHH context)
chr06,gene,16244360,16247112,-,Os06g0479400,16242360,16249112,chr06,16245501,16245600,100,hypo,Os06g0479400,100,TRUE,BGI (CHH context)
chr06,gene,16292587,16305052,+,Os06g0480500,16290587,16307052,chr06,16300001,16300100,100,hypo,Os06g0480500,100,TRUE,BGI (CHH context)
chr06,gene,16436859,16444414,-,Os06g0483500,16434859,16446414,chr06,16437001,16437200,200,hypo,Os06g0483500,100,TRUE,BGI (CHH context)
chr06,gene,16998507,17002390,-,Os06g0491901,16996507,17004390,chr06,17001001,17001100,100,hypo,Os06g0491901,100,TRUE,BGI (CHH context)
chr06,gene,17236186,17239130,-,Os06g0494701,17234186,17241130,chr06,17238401,17238500,100,hyper,Os06g0494701,100,TRUE,BGI (CHH context)
chr06,gene,17597802,17609666,-,Os06g0499900,17595802,17611666,chr06,17608901,17609000,100,hyper,Os06g0499900,100,TRUE,BGI (CHH context)
chr06,gene,17984211,17986882,+,Os06g0505700,17982211,17988882,chr06,17985001,17985100,100,hypo,Os06g0505700,100,TRUE,BGI (CHH context)
chr06,gene,18935016,18954254,-,Os06g0517500,18933016,18956254,chr06,18947301,18947400,100,hyper,Os06g0517500,100,TRUE,BGI (CHH context)
chr06,gene,18935016,18954254,-,Os06g0517500,18933016,18956254,chr06,18950401,18950500,100,hyper,Os06g0517500,100,TRUE,BGI (CHH context)
chr06,gene,19531822,19541910,-,Os06g0526800,19529822,19543910,chr06,19539201,19539300,100,hyper,Os06g0526800,100,TRUE,BGI (CHH context)
chr06,gene,20330315,20338404,-,Os06g0541600,20328315,20340404,chr06,20337401,20337500,100,hypo,Os06g0541600,100,TRUE,BGI (CHH context)
chr06,gene,20592130,20597712,+,Os06g0545601,20590130,20599712,chr06,20595601,20595700,100,hypo,Os06g0545601,100,TRUE,BGI (CHH context)
chr06,gene,20806744,20809842,+,Os06g0549525,20804744,20811842,chr06,20806901,20807000,100,hypo,Os06g0549525,100,TRUE,BGI (CHH context)
chr06,gene,21654906,21662261,-,Os06g0563250,21652906,21664261,chr06,21660501,21660600,100,hypo,Os06g0563250,100,TRUE,BGI (CHH context)
chr06,gene,21659926,21662280,+,Os06g0563300,21657926,21664280,chr06,21660501,21660600,100,hypo,Os06g0563300,100,TRUE,BGI (CHH context)
chr06,gene,22048648,22057757,-,Os06g0569900,22046648,22059757,chr06,22053401,22053500,100,hypo,Os06g0569900,100,TRUE,BGI (CHH context)
chr06,gene,22368183,22371242,+,Os06g0576200,22366183,22373242,chr06,22370701,22370800,100,hypo,Os06g0576200,100,TRUE,BGI (CHH context)
chr06,gene,22566775,22571502,+,Os06g0579200,22564775,22573502,chr06,22569401,22569500,100,hypo,Os06g0579200,100,TRUE,BGI (CHH context)
chr06,gene,23227138,23228388,+,Os06g0591200,23225138,23230388,chr06,23227401,23227500,100,hypo,Os06g0591200,100,TRUE,BGI (CHH context)
chr06,gene,23291301,23292109,-,Os06g0592200,23289301,23294109,chr06,23291601,23291700,100,hyper,Os06g0592200,100,TRUE,BGI (CHH context)
chr06,gene,23781918,23787074,-,Os06g0602000,23779918,23789074,chr06,23786401,23786500,100,hypo,Os06g0602000,100,TRUE,BGI (CHH context)
chr06,gene,23908918,23913796,-,Os06g0604200,23906918,23915796,chr06,23911201,23911400,200,hypo,Os06g0604200,100,TRUE,BGI (CHH context)
chr06,gene,24820012,24829958,+,Os06g0618300,24818012,24831958,chr06,24824701,24824900,200,hypo,Os06g0618300,100,TRUE,BGI (CHH context)
chr06,gene,25066390,25071028,-,Os06g0623200,25064390,25073028,chr06,25068901,25069000,100,hypo,Os06g0623200,100,TRUE,BGI (CHH context)
chr06,gene,25122311,25127217,-,Os06g0624200,25120311,25129217,chr06,25122401,25122500,100,hypo,Os06g0624200,100,TRUE,BGI (CHH context)
chr06,gene,25410601,25418246,-,Os06g0628500,25408601,25420246,chr06,25414901,25415000,100,hyper,Os06g0628500,100,TRUE,BGI (CHH context)
chr06,gene,25870258,25876328,-,Os06g0636700,25868258,25878328,chr06,25871901,25872000,100,hypo,Os06g0636700,100,TRUE,BGI (CHH context)
chr06,gene,26022263,26029047,-,Os06g0639700,26020263,26031047,chr06,26025301,26025400,100,hyper,Os06g0639700,100,TRUE,BGI (CHH context)
chr06,gene,26022267,26029240,+,Os06g0639800,26020267,26031240,chr06,26025301,26025400,100,hyper,Os06g0639800,100,TRUE,BGI (CHH context)
chr06,gene,26108639,26124135,+,Os06g0641932,26106639,26126135,chr06,26116201,26116300,100,hypo,Os06g0641932,100,TRUE,BGI (CHH context)
chr06,gene,26108639,26124135,+,Os06g0641932,26106639,26126135,chr06,26118901,26119000,100,hypo,Os06g0641932,100,TRUE,BGI (CHH context)
chr06,gene,26456312,26461805,-,Os06g0647400,26454312,26463805,chr06,26456501,26456600,100,hypo,Os06g0647400,100,TRUE,BGI (CHH context)
chr06,gene,26652924,26659231,-,Os06g0651100,26650924,26661231,chr06,26656201,26656400,200,hypo,Os06g0651100,100,TRUE,BGI (CHH context)
chr06,gene,26680169,26690049,+,Os06g0652000,26678169,26692049,chr06,26687101,26687200,100,hyper,Os06g0652000,100,TRUE,BGI (CHH context)
chr06,gene,26943193,26949889,-,Os06g0656500,26941193,26951889,chr06,26947901,26948000,100,hypo,Os06g0656500,100,TRUE,BGI (CHH context)
chr06,gene,27254694,27260171,-,Os06g0661300,27252694,27262171,chr06,27255501,27255600,100,hypo,Os06g0661300,100,TRUE,BGI (CHH context)
chr06,gene,27319482,27322589,-,Os06g0662550,27317482,27324589,chr06,27321701,27321800,100,hypo,Os06g0662550,100,TRUE,BGI (CHH context)
chr06,gene,27374250,27378448,-,Os06g0663300,27372250,27380448,chr06,27376601,27376700,100,hypo,Os06g0663300,100,TRUE,BGI (CHH context)
chr06,gene,27433420,27440995,+,Os06g0664300,27431420,27442995,chr06,27436601,27436700,100,hypo,Os06g0664300,100,TRUE,BGI (CHH context)
chr06,gene,27637555,27641578,+,Os06g0667200,27635555,27643578,chr06,27639501,27639600,100,hypo,Os06g0667200,100,TRUE,BGI (CHH context)
chr06,gene,27960874,27971323,+,Os06g0673700,27958874,27973323,chr06,27962301,27962400,100,hypo,Os06g0673700,100,TRUE,BGI (CHH context)
chr06,gene,27960874,27971323,+,Os06g0673700,27958874,27973323,chr06,27968501,27968600,100,hypo,Os06g0673700,100,TRUE,BGI (CHH context)
chr06,gene,27967268,27972701,-,Os06g0674000,27965268,27974701,chr06,27968501,27968600,100,hypo,Os06g0674000,100,TRUE,BGI (CHH context)
chr06,gene,27994830,27995268,+,Os06g0674400,27992830,27997268,chr06,27994801,27994900,100,hypo,Os06g0674400,71,TRUE,BGI (CHH context)
chr06,gene,28045479,28054033,-,Os06g0675700,28043479,28056033,chr06,28051401,28051500,100,hypo,Os06g0675700,100,TRUE,BGI (CHH context)
chr06,gene,28414034,28425443,+,Os06g0681600,28412034,28427443,chr06,28417201,28417300,100,hypo,Os06g0681600,100,TRUE,BGI (CHH context)
chr06,gene,28597031,28615146,+,Os06g0686050,28595031,28617146,chr06,28599401,28599700,300,hypo,Os06g0686050,100,TRUE,BGI (CHH context)
chr06,gene,28851711,28857260,-,Os06g0691700,28849711,28859260,chr06,28851701,28851800,100,hypo,Os06g0691700,90,TRUE,BGI (CHH context)
chr06,gene,28918691,28923984,+,Os06g0693000,28916691,28925984,chr06,28919801,28919900,100,hypo,Os06g0693000,100,TRUE,BGI (CHH context)
chr06,gene,29491084,29491712,-,Os06g0700750,29489084,29493712,chr06,29491301,29491600,300,hypo,Os06g0700750,100,TRUE,BGI (CHH context)
chr06,gene,30225297,30230658,-,Os06g0713400,30223297,30232658,chr06,30228601,30228700,100,hypo,Os06g0713400,100,TRUE,BGI (CHH context)
chr06,gene,30324671,30326113,-,Os06g0714400,30322671,30328113,chr06,30325901,30326000,100,hypo,Os06g0714400,100,TRUE,BGI (CHH context)
chr06,gene,30589192,30597178,+,Os06g0720000,30587192,30599178,chr06,30591101,30591400,300,hypo,Os06g0720000,100,TRUE,BGI (CHH context)
chr06,gene,30589192,30597178,+,Os06g0720000,30587192,30599178,chr06,30591701,30591800,100,hyper,Os06g0720000,100,TRUE,BGI (CHH context)
chr06,gene,30589192,30597178,+,Os06g0720000,30587192,30599178,chr06,30594401,30594500,100,hypo,Os06g0720000,100,TRUE,BGI (CHH context)
chr06,gene,30870346,30877988,-,Os06g0725900,30868346,30879988,chr06,30873101,30873200,100,hypo,Os06g0725900,100,TRUE,BGI (CHH context)
chr06,gene,30870346,30877988,-,Os06g0725900,30868346,30879988,chr06,30873301,30873500,200,hypo,Os06g0725900,100,TRUE,BGI (CHH context)
chr06,gene,30870346,30877988,-,Os06g0725900,30868346,30879988,chr06,30873901,30874000,100,hypo,Os06g0725900,100,TRUE,BGI (CHH context)
chr06,gene,30982225,30988361,+,Os06g0727900,30980225,30990361,chr06,30985501,30985600,100,hyper,Os06g0727900,100,TRUE,BGI (CHH context)
chr06,gene,30982390,30988326,-,Os06g0727950,30980390,30990326,chr06,30985501,30985600,100,hyper,Os06g0727950,100,TRUE,BGI (CHH context)
chr07,gene,134173,143578,-,Os07g0102300,132173,145578,chr07,140201,140300,100,hypo,Os07g0102300,100,TRUE,BGI (CHH context)
chr07,gene,373811,383052,+,Os07g0106700,371811,385052,chr07,382801,382900,100,hypo,Os07g0106700,100,TRUE,BGI (CHH context)
chr07,gene,548481,554208,+,Os07g0110000,546481,556208,chr07,550401,550500,100,hypo,Os07g0110000,100,TRUE,BGI (CHH context)
chr07,gene,575571,582192,+,Os07g0110400,573571,584192,chr07,579101,579200,100,hypo,Os07g0110400,100,TRUE,BGI (CHH context)
chr07,gene,668427,669380,+,Os07g0111800,666427,671380,chr07,668401,668500,100,hypo,Os07g0111800,74,TRUE,BGI (CHH context)
chr07,gene,1015354,1021607,-,Os07g0119000,1013354,1023607,chr07,1018301,1018500,200,hypo,Os07g0119000,100,TRUE,BGI (CHH context)
chr07,gene,1575296,1579565,-,Os07g0129800,1573296,1581565,chr07,1578301,1578700,400,hypo,Os07g0129800,100,TRUE,BGI (CHH context)
chr07,gene,1575296,1579565,-,Os07g0129800,1573296,1581565,chr07,1579501,1579600,100,hypo,Os07g0129800,65,TRUE,BGI (CHH context)
chr07,gene,3561191,3569122,-,Os07g0166100,3559191,3571122,chr07,3567501,3567600,100,hypo,Os07g0166100,100,TRUE,BGI (CHH context)
chr07,gene,3566767,3570883,-,Os07g0166300,3564767,3572883,chr07,3567501,3567600,100,hypo,Os07g0166300,100,TRUE,BGI (CHH context)
chr07,gene,3566767,3570883,-,Os07g0166300,3564767,3572883,chr07,3570401,3570500,100,hypo,Os07g0166300,100,TRUE,BGI (CHH context)
chr07,gene,3620456,3630778,-,Os07g0167500,3618456,3632778,chr07,3627901,3628000,100,hypo,Os07g0167500,100,TRUE,BGI (CHH context)
chr07,gene,3690095,3692444,+,Os07g0169300,3688095,3694444,chr07,3691901,3692000,100,hypo,Os07g0169300,100,TRUE,BGI (CHH context)
