"","Contexto","Elemento"
"18409","hyper - BGI (CHH context) - repeats","LTR_Os_chr_02_306#LTR"
"18410","hyper - BGI (CHH context) - repeats","CLOUD-4#DNA/MuDR"
"18411","hyper - BGI (CHH context) - repeats","LTR_Os_chr_09_1807#LTR/Copia"
"18412","hyper - BGI (CHH context) - repeats","ORSgOTOT00000398"
"18413","hyper - BGI (CHH context) - repeats","STOWAWAY47_OS#DNA/Mite"
"18414","hyper - BGI (CHH context) - repeats","SZ-66LTR#LTR/Gypsy"
"18415","hyper - BGI (CHH context) - repeats","ORSgTEMT03000023"
"18416","hyper - BGI (CHH context) - repeats","ORSgTEMT00101056"
"18417","hyper - BGI (CHH context) - repeats","rn_305-180_retroryza#LTR"
"18418","hyper - BGI (CHH context) - repeats","ORSgTEMT02900013"
"18419","hyper - BGI (CHH context) - repeats","rn_457-190_retroryza#LTR"
"18420","hyper - BGI (CHH context) - repeats","LTR_Os_chr_12_2164#LTR"
"18421","hyper - BGI (CHH context) - repeats","MERMITE18B#DNA"
"18422","hyper - BGI (CHH context) - repeats","LTR_Os_chr_02_340#LTR"
"18423","hyper - BGI (CHH context) - repeats","LINE5A#LINE"
"18424","hyper - BGI (CHH context) - repeats","DITAILA#DNA/Mite"
"18425","hyper - BGI (CHH context) - repeats","MERMITE#DNA"
"18426","hyper - BGI (CHH context) - repeats","SZ-44_LTR#LTR"
"18427","hyper - BGI (CHH context) - repeats","LTR_Os_chr_02_350#LTR/Gypsy"
"18428","hyper - BGI (CHH context) - repeats","LTR_Os_chr_09_1747#LTR"
"18429","hyper - BGI (CHH context) - repeats","LTR_Sb_chr_03_736#LTR"
"18430","hyper - BGI (CHH context) - repeats","LTR_Os_chr_10_1955_2frag#LTR"
"18431","hyper - BGI (CHH context) - repeats","LTR_Os_chr_09_1715#LTR/Copia"
"18432","hyper - BGI (CHH context) - repeats","ORSgTEMT02000058"
"18433","hyper - BGI (CHH context) - repeats","LTR_Os_chr_07_1363#LTR/Gypsy"
"18434","hyper - BGI (CHH context) - repeats","LTR_Os_chr_10_1937#LTR"
"18435","hyper - BGI (CHH context) - repeats","LTR_Os_chr_12_2296#LTR"
"18436","hyper - BGI (CHH context) - repeats","ORSgTETNOOT01776"
"18437","hyper - BGI (CHH context) - repeats","JOUZHENA#DNA/hAT"
"18438","hyper - BGI (CHH context) - repeats","LTR_Os_chr_02_380#LTR"
"18439","hyper - BGI (CHH context) - repeats","ORSgTERT00100578"
"18440","hyper - BGI (CHH context) - repeats","LTR_Os_chr_08_1644#LTR/Copia"
"18441","hyper - BGI (CHH context) - repeats","LTR_Os_chr_12_2319#LTR/Gypsy"
"18442","hyper - BGI (CHH context) - repeats","Os11_01_2L#LTR"
"18443","hyper - BGI (CHH context) - repeats","ORSgOTOT00000207"
"18444","hyper - BGI (CHH context) - repeats","ORSgOTOT00000420"
"18445","hyper - BGI (CHH context) - repeats","LTR_Os_chr_08_1457#LTR"
"18446","hyper - BGI (CHH context) - repeats","LTR_Os_chr_01_188#LTR/Gypsy"
"18447","hyper - BGI (CHH context) - repeats","LTR_Os_chr_02_386#LTR"
"18448","hyper - BGI (CHH context) - repeats","ORSgTETNOOT00040"
"18449","hyper - BGI (CHH context) - repeats","STOWAWAY35_OS#DNA/Mite"
"18450","hyper - BGI (CHH context) - repeats","ORSgTETN00200007"
"18451","hyper - BGI (CHH context) - repeats","LTR_Os_chr_08_1522#LTR/Gypsy"
"18452","hyper - BGI (CHH context) - repeats","ORSgTEMT00900345"
"18453","hyper - BGI (CHH context) - repeats","LTR_Os_chr_07_1456#LTR/Gypsy"
"18454","hyper - BGI (CHH context) - repeats","LTR_Os_chr_06_1192#LTR/Copia"
"18455","hyper - BGI (CHH context) - repeats","LTR_Os_chr_02_394#LTR/Gypsy"
"18456","hyper - BGI (CHH context) - repeats","LTR_Os_chr_12_2214#LTR"
"18457","hyper - BGI (CHH context) - repeats","LTR_Os_chr_08_1482#LTR"
"18458","hyper - BGI (CHH context) - repeats","ORSgTEMT01601379"
"18459","hyper - BGI (CHH context) - repeats","DS-RICE4N#DNA/hAT"
"18460","hyper - BGI (CHH context) - repeats","ORSgTEMT00101150"
"18461","hyper - BGI (CHH context) - repeats","LTR_Os_chr_01_79#LTR/Gypsy"
"18462","hyper - BGI (CHH context) - repeats","LTR_Os_chr_05_1037#LTR/Copia"
"18463","hyper - BGI (CHH context) - repeats","COPIA1_OS__LiL#LTR/Copia"
"18464","hyper - BGI (CHH context) - repeats","ORSgTEMT00600314"
"18465","hyper - BGI (CHH context) - repeats","COWARD-3#DNA/Mite"
"18466","hyper - BGI (CHH context) - repeats","ORSgTEMT03600099"
"18467","hyper - BGI (CHH context) - repeats","LTR_Os_chr_03_430#LTR/Gypsy"
"18468","hyper - BGI (CHH context) - repeats","TREP3425#DNA/En-Spm"
"18469","hyper - BGI (CHH context) - repeats","STOWAWAY24_OS#DNA/Mite"
"18470","hyper - BGI (CHH context) - repeats","NINIA#DNA"
"18471","hyper - BGI (CHH context) - repeats","CLOUD-6#DNA/MuDR"
"18472","hyper - BGI (CHH context) - repeats","Os5_13_2L#Retroelement"
"18473","hyper - BGI (CHH context) - repeats","LTR_Os_chr_03_574#LTR"
"18474","hyper - BGI (CHH context) - repeats","RMU3_OS#DNA/MuDR"
"18475","hyper - BGI (CHH context) - repeats","ENSPM3_OS#DNA/En-Spm"
"18476","hyper - BGI (CHH context) - repeats","LTR_Os_chr_03_441#LTR/Gypsy"
"18477","hyper - BGI (CHH context) - repeats","LTR_Os_chr_04_588#LTR"
"18478","hyper - BGI (CHH context) - repeats","ORSgTEMT01601017"
"18479","hyper - BGI (CHH context) - repeats","OSTE17#DNA"
"18480","hyper - BGI (CHH context) - repeats","ORSgOTOT00000763"
"18481","hyper - BGI (CHH context) - repeats","LTR_Os_chr_06_1165#LTR/Gypsy"
"18482","hyper - BGI (CHH context) - repeats","LTR_Os_chr_06_1126#LTR"
"18483","hyper - BGI (CHH context) - repeats","LTR_Os_chr_11_2023#LTR/Copia"
"18484","hyper - BGI (CHH context) - repeats","LTR_Os_chr_11_2071#LTR/Copia"
"18485","hyper - BGI (CHH context) - repeats","LTR_Os_chr_12_2267#LTR"
"18486","hyper - BGI (CHH context) - repeats","LTR_Os_chr_10_1837#LTR"
"18487","hyper - BGI (CHH context) - repeats","ORSiTETN00200013#DNA/En-Spm"
"18488","hyper - BGI (CHH context) - repeats","LTR_Os_chr_01_150#LTR/Gypsy"
"18489","hyper - BGI (CHH context) - repeats","LTR_Os_chr_04_835#LTR"
"18490","hyper - BGI (CHH context) - repeats","ORSgTEMT00600534"
"18491","hyper - BGI (CHH context) - repeats","ORSgTETNOOT02147"
"18492","hyper - BGI (CHH context) - repeats","LTR_Os_chr_01_143#LTR"
"18493","hyper - BGI (CHH context) - repeats","ORSgOTOT00000106"
"18494","hyper - BGI (CHH context) - repeats","LINE-4_OS#LINE"
"18495","hyper - BGI (CHH context) - repeats","rn_129-74_retroryza#LTR"
"18496","hyper - BGI (CHH context) - repeats","LTR_Os_chr_03_492#LTR"
"18497","hyper - BGI (CHH context) - repeats","ORSiTETNOOT00180"
"18498","hyper - BGI (CHH context) - repeats","echidne_osj_retroryza#LTR"
"18499","hyper - BGI (CHH context) - repeats","LTR_Os_chr_04_650#LTR"
"18500","hyper - BGI (CHH context) - repeats","LTR_Os_chr_09_1698#LTR"
"18501","hyper - BGI (CHH context) - repeats","LTR_Os_chr_01_189#LTR"
"18502","hyper - BGI (CHH context) - repeats","LTR_Os_chr_04_625#LTR"
"18503","hyper - BGI (CHH context) - repeats","SZ-61_LTR#LTR/Copia"
"18504","hyper - BGI (CHH context) - repeats","LTR_Os_chr_07_1279#LTR"
"18505","hyper - BGI (CHH context) - repeats","LTR_Os_chr_11_2065#LTR"
"18506","hyper - BGI (CHH context) - repeats","LTR_Os_chr_04_672#LTR/Copia"
"18507","hyper - BGI (CHH context) - repeats","STOWAWAY18_OS#DNA/Mite"
"18508","hyper - BGI (CHH context) - repeats","LTR_Os_chr_07_1329#LTR"
"18509","hyper - BGI (CHH context) - repeats","ORSgTETN00200009"
"18510","hyper - BGI (CHH context) - repeats","LTR_Os_chr_09_1708#LTR"
"18511","hyper - BGI (CHH context) - repeats","LTR_Os_chr_09_1753#LTR/Copia"
"18512","hyper - BGI (CHH context) - repeats","STOWAWAY14_OS#DNA/Mite"
"18513","hyper - BGI (CHH context) - repeats","LTR_Os_chr_07_1438#LTR"
"18514","hyper - BGI (CHH context) - repeats","CACTA-F#DNA/En-Spm"
"18515","hyper - BGI (CHH context) - repeats","LTR_Os_chr_03_545#LTR"
"18516","hyper - BGI (CHH context) - repeats","ORSgTEMT00100121"
"18517","hyper - BGI (CHH context) - repeats","LTR_Os_chr_11_2116#LTR/Gypsy"
"18518","hyper - BGI (CHH context) - repeats","rn_118-68_retroryza#LTR"
"18519","hyper - BGI (CHH context) - repeats","LTR_Os_chr_07_1425#LTR/Gypsy"
"18520","hyper - BGI (CHH context) - repeats","LTR_Os_chr_04_834#LTR"
"18521","hyper - BGI (CHH context) - repeats","RIRE5_OS__LiL#LTR/Copia"
"18522","hyper - BGI (CHH context) - repeats","STOWAWAY45_OS#DNA/Mite"
"18523","hyper - BGI (CHH context) - repeats","COWARD#DNA/Mite"
"18524","hyper - BGI (CHH context) - repeats","LTR_Os_chr_04_718#LTR"
"18525","hyper - BGI (CHH context) - repeats","SZ-29_LTR#LTR"
"18526","hyper - BGI (CHH context) - repeats","LTR_Os_chr_03_562#LTR/Gypsy"
"18527","hyper - BGI (CHH context) - repeats","ORSgTEMT00300079"
"18528","hyper - BGI (CHH context) - repeats","LTR_Os_chr_03_563#LTR"
"18529","hyper - BGI (CHH context) - repeats","LTR_Os_chr_02_315#LTR"
"18530","hyper - BGI (CHH context) - repeats","ORSgTEMT00101315"
"18531","hyper - BGI (CHH context) - repeats","OSLINE1-5#LINE"
"18532","hyper - BGI (CHH context) - repeats","ORSgTERT00100410"
"18533","hyper - BGI (CHH context) - repeats","LTR_Os_chr_11_2077#LTR"
"18534","hyper - BGI (CHH context) - repeats","LTR_Os_chr_10_1947#LTR/Gypsy"
"18535","hyper - BGI (CHH context) - repeats","LTR_Os_chr_06_1094#LTR/Copia"
"18536","hyper - BGI (CHH context) - repeats","LTR_Os_chr_03_582#LTR/Gypsy"
"18537","hyper - BGI (CHH context) - repeats","HELITRON8_OS#RC/Helitron"
"18538","hyper - BGI (CHH context) - repeats","ORSiTETNOOT00148"
"18539","hyper - BGI (CHH context) - repeats","LTR_Os_chr_10_1830#LTR"
"18540","hyper - BGI (CHH context) - repeats","ORSgTEMT01601106"
"18541","hyper - BGI (CHH context) - repeats","SZ-37__LiL#LTR/Copia"
"18542","hyper - BGI (CHH context) - repeats","ORSgOTOT00000690"
"18543","hyper - BGI (CHH context) - repeats","LTR_Os_chr_10_1827#LTR"
"18544","hyper - BGI (CHH context) - repeats","LTR_Os_chr_04_593#LTR/Gypsy"
"18545","hyper - BGI (CHH context) - repeats","LINE-3#LINE"
"18546","hyper - BGI (CHH context) - repeats","LTR_Os_chr_09_1685#LTR"
"18547","hyper - BGI (CHH context) - repeats","LTR_Os_chr_08_1564#LTR"
"18548","hyper - BGI (CHH context) - repeats","LTR_Os_chr_08_1516#LTR"
"18549","hyper - BGI (CHH context) - repeats","LTR_Os_chr_04_807#LTR/Gypsy"
"18550","hyper - BGI (CHH context) - repeats","LTR_Os_chr_08_1547#LTR"
"18551","hyper - BGI (CHH context) - repeats","ORSgTEMT00100533"
"18552","hyper - BGI (CHH context) - repeats","LTR_Os_chr_08_1527#LTR/Gypsy"
"18553","hyper - BGI (CHH context) - repeats","LTR_Os_chr_05_1056#LTR"
"18554","hyper - BGI (CHH context) - repeats","LTR_Os_chr_08_1654#LTR/Gypsy"
"18555","hyper - BGI (CHH context) - repeats","LTR_Os_chr_11_2083#LTR/Gypsy"
"18556","hyper - BGI (CHH context) - repeats","LTR_Os_chr_04_653#LTR"
"18557","hyper - BGI (CHH context) - repeats","LTR_Os_chr_07_1311#LTR/Gypsy"
"18558","hyper - BGI (CHH context) - repeats","LTR_Os_chr_11_2050#LTR"
"18559","hyper - BGI (CHH context) - repeats","RIRE8C__LiL#LTR/Gypsy"
"18560","hyper - BGI (CHH context) - repeats","LTR_Os_chr_09_1678#LTR"
"18561","hyper - BGI (CHH context) - repeats","LTR_Os_chr_12_2220#LTR/Gypsy"
"18562","hyper - BGI (CHH context) - repeats","LTR_Os_chr_11_1993#LTR/Copia"
"18563","hyper - BGI (CHH context) - repeats","LTR_Os_chr_10_1850#LTR"
"18564","hyper - BGI (CHH context) - repeats","LINE1-13_ZM#LINE"
"18565","hyper - BGI (CHH context) - repeats","LTR_Os_chr_05_963#LTR"
"18566","hyper - BGI (CHH context) - repeats","LTR_Os_chr_07_1345#LTR"
"18567","hyper - BGI (CHH context) - repeats","LTR_Os_chr_07_1275#LTR/Gypsy"
"18568","hyper - BGI (CHH context) - repeats","LTR_Os_chr_12_2215#LTR/Gypsy"
"18569","hyper - BGI (CHH context) - repeats","LTR_AC197229.2_9477#LTR"
"18570","hyper - BGI (CHH context) - repeats","LTR_Os_chr_01_224#LTR"
"18571","hyper - BGI (CHH context) - repeats","LTR_Os_chr_09_1781#LTR"
"18572","hyper - BGI (CHH context) - repeats","LTR_Os_chr_02_278#LTR/Copia"
"18573","hyper - BGI (CHH context) - repeats","rn_85-323_retroryza#LTR"
"18574","hyper - BGI (CHH context) - repeats","LTR_Os_chr_10_1834#LTR"
"18575","hyper - BGI (CHH context) - repeats","ENSPM4_OS#DNA/En-Spm"
"18576","hyper - BGI (CHH context) - repeats","LTR_Os_chr_04_728#LTR/Gypsy"
"18577","hyper - BGI (CHH context) - repeats","LTR_Os_chr_04_729#LTR/Gypsy"
"18578","hyper - BGI (CHH context) - repeats","ORSgTEMT01000005"
"18579","hyper - BGI (CHH context) - repeats","LTR_AC190975.3_7128#LTR/Gypsy"
"18580","hyper - BGI (CHH context) - repeats","LTR_Os_chr_01_170#LTR"
"18581","hyper - BGI (CHH context) - repeats","LTR_Os_chr_03_500#LTR/Gypsy"
"18582","hyper - BGI (CHH context) - repeats","LTR_Os_chr_11_1980#LTR/Gypsy"
"18583","hyper - BGI (CHH context) - repeats","TYPEU2#DNA"
"18584","hyper - BGI (CHH context) - repeats","LTR_Os_chr_07_1330#LTR/Gypsy"
"18585","hyper - BGI (CHH context) - repeats","rn_103-58_retroryza#LTR/Gypsy"
"18586","hyper - BGI (CHH context) - repeats","LTR_Os_chr_08_1484#LTR"
"18587","hyper - BGI (CHH context) - repeats","ORSiTETNOOT00023"
"18588","hyper - BGI (CHH context) - repeats","LTR_Os_chr_04_623#LTR"
"18589","hyper - BGI (CHH context) - repeats","LTR_Os_chr_04_632#LTR"
"18590","hyper - BGI (CHH context) - repeats","ORSiTETNOOT00102#DNA"
"18591","hyper - BGI (CHH context) - repeats","LTR_Os_chr_04_779#LTR/Copia"
"18592","hyper - BGI (CHH context) - repeats","LTR_Os_chr_03_424#LTR"
"18593","hyper - BGI (CHH context) - repeats","rn_207-122_retroryza#LTR/Copia"
"18594","hyper - BGI (CHH context) - repeats","OSTE19#DNA"
"18595","hyper - BGI (CHH context) - repeats","RETROSAT5__LiL#LTR/Gypsy"
"18596","hyper - BGI (CHH context) - repeats","LTR_Os_chr_04_794#LTR/Gypsy"
"18597","hyper - BGI (CHH context) - repeats","LTR_Os_chr_07_1380#LTR"
"18598","hyper - BGI (CHH context) - repeats","LTR_Os_chr_09_1800#LTR"
"18599","hyper - BGI (CHH context) - repeats","LTR_Os_chr_06_1135#LTR/Copia"
"18600","hyper - BGI (CHH context) - repeats","CRATA#DNA/hAT"
"18601","hyper - BGI (CHH context) - repeats","ORSgTEMT01800030"
"18602","hyper - BGI (CHH context) - repeats","LTR_Os_chr_07_1379#LTR/Gypsy"
"18603","hyper - BGI (CHH context) - repeats","LTR_Os_chr_08_1534#LTR/Copia"
"18604","hyper - BGI (CHH context) - repeats","LTR_Os_chr_04_816#LTR/Gypsy"
"18605","hyper - BGI (CHH context) - repeats","LTR_Os_chr_11_2100#LTR/Gypsy"
"18606","hyper - BGI (CHH context) - repeats","LTR_Os_chr_12_2311#LTR"
"18607","hyper - BGI (CHH context) - repeats","LTR_Os_chr_01_71#LTR"
"18608","hyper - BGI (CHH context) - repeats","LTR_Os_chr_01_215#LTR/Gypsy"
"18609","hyper - BGI (CHH context) - repeats","Os3S_9L#LTR/Gypsy"
"18610","hyper - BGI (CHH context) - repeats","rn_313-186_retroryza#LTR"
"18611","hyper - BGI (CHH context) - repeats","LTR_Os_chr_08_1599#LTR"
"18612","hyper - BGI (CHH context) - repeats","ORSgTEMT03800073"
"18613","hyper - BGI (CHH context) - repeats","LTR_Os_chr_02_282#LTR"
"18614","hyper - BGI (CHH context) - repeats","LTR_Os_chr_11_2013#LTR/Gypsy"
"18615","hyper - BGI (CHH context) - repeats","LTR_Os_chr_04_840#LTR/Gypsy"
"18616","hyper - BGI (CHH context) - repeats","LTR_Os_chr_08_1658#LTR/Gypsy"
"18617","hyper - BGI (CHH context) - repeats","MUDR1_OS#DNA/MuDR"
"18618","hyper - BGI (CHH context) - repeats","ORSgTEMT03600042"
"18619","hyper - BGI (CHH context) - repeats","ORSgTEMT03800027"
"18620","hyper - BGI (CHH context) - repeats","ORSgTEMT02000063"
"18621","hyper - BGI (CHH context) - repeats","LTR_Os_chr_09_1801#LTR"
"18622","hyper - BGI (CHH context) - repeats","LTR_Os_chr_05_852_2frag#LTR"
"18623","hyper - BGI (CHH context) - repeats","OSTE33#DNA/MuDR"
"18624","hyper - BGI (CHH context) - repeats","TREP3423#DNA/En-Spm"
"18625","hyper - BGI (CHH context) - repeats","LTR_Os_chr_06_1110#LTR"
"18626","hyper - BGI (CHH context) - repeats","LTR_Os_chr_05_865#LTR/Gypsy"
"18627","hyper - BGI (CHH context) - repeats","ORSiTETNOOT00201"
"18628","hyper - BGI (CHH context) - repeats","ORSgTEMT02500033"
"18629","hyper - BGI (CHH context) - repeats","LTR_Os_chr_06_1138#LTR"
"18630","hyper - BGI (CHH context) - repeats","STOWAWAY49_OS#DNA/Mite"
"18631","hyper - BGI (CHH context) - repeats","ORSgTETNOOT01470"
"18632","hyper - BGI (CHH context) - repeats","STOWAWAY44_OS#DNA/Mite"
"18633","hyper - BGI (CHH context) - repeats","ENSPM6_OS#DNA/En-Spm"
"18634","hyper - BGI (CHH context) - repeats","ORSgTERTOOT00083"
"18635","hyper - BGI (CHH context) - repeats","ORSgTEMT01602574"
"18636","hyper - BGI (CHH context) - repeats","LTR_Os_chr_05_972#LTR/Gypsy"
"18637","hyper - BGI (CHH context) - repeats","LTR_Os_chr_05_903#LTR"
"18638","hyper - BGI (CHH context) - repeats","Os5_05_3L#LTR"
"18639","hyper - BGI (CHH context) - repeats","LTR_Os_chr_06_1176#LTR"
"18640","hyper - BGI (CHH context) - repeats","ORSiTETNOOT00015#DNA"
"18641","hyper - BGI (CHH context) - repeats","LTR_Os_chr_11_1996#LTR"
"18642","hyper - BGI (CHH context) - repeats","LTR_Os_chr_11_2146#LTR"
"18643","hyper - BGI (CHH context) - repeats","LTR_Os_chr_11_2125#LTR"
"18644","hyper - BGI (CHH context) - repeats","LTR_Os_chr_05_929#LTR"
"18645","hyper - BGI (CHH context) - repeats","LTR_Os_chr_05_944#LTR/Gypsy"
"18646","hyper - BGI (CHH context) - repeats","TRUNCATOR2_OS#LTR/Gypsy"
"18647","hyper - BGI (CHH context) - repeats","LTR_Os_chr_06_1198#LTR/Gypsy"
"18648","hyper - BGI (CHH context) - repeats","LTR_Os_chr_01_217#LTR"
"18649","hyper - BGI (CHH context) - repeats","LTR_Os_chr_09_1775#LTR"
"18650","hyper - BGI (CHH context) - repeats","LTR_Os_chr_05_973#LTR/Gypsy"
"18651","hyper - BGI (CHH context) - repeats","LTR_Os_chr_03_481#LTR/Gypsy"
"18652","hyper - BGI (CHH context) - repeats","LTR_Os_chr_05_980#LTR"
"18653","hyper - BGI (CHH context) - repeats","LTR_Os_chr_11_2062#LTR/Gypsy"
"18654","hyper - BGI (CHH context) - repeats","LTR_Os_chr_11_2020#LTR"
"18655","hyper - BGI (CHH context) - repeats","ORSgTEMT00600491"
"18656","hyper - BGI (CHH context) - repeats","LTR_Os_chr_06_1078#LTR"
"18657","hyper - BGI (CHH context) - repeats","MUDRN2_OS#DNA/MuDR"
"18658","hyper - BGI (CHH context) - repeats","SZ-33_LTR#LTR/Gypsy"
"18659","hyper - BGI (CHH context) - repeats","LTR_Os_chr_05_957#LTR/Gypsy"
"18660","hyper - BGI (CHH context) - repeats","LTR_Os_chr_12_2191#LTR"
"18661","hyper - BGI (CHH context) - repeats","LTR_Os_chr_03_480#LTR/Copia"
"18662","hyper - BGI (CHH context) - repeats","LTR_AC200776.1_14#LTR/Gypsy"
"18663","hyper - BGI (CHH context) - repeats","LTR_Sb_chr_02_53#LTR"
"18664","hyper - BGI (CHH context) - repeats","ORSiTETNOOT00091#DNA"
"18665","hyper - BGI (CHH context) - repeats","ORSgTEMT00800045"
"18666","hyper - BGI (CHH context) - repeats","LTR_Os_chr_05_954#LTR"
"18667","hyper - BGI (CHH context) - repeats","LTR_Os_chr_05_1010#LTR/Gypsy"
"18668","hyper - BGI (CHH context) - repeats","LTR_Os_chr_01_3#LTR"
"18669","hyper - BGI (CHH context) - repeats","ORSiTETNOOT00999#DNA"
"18670","hyper - BGI (CHH context) - repeats","ORSgTETN00200001"
"18671","hyper - BGI (CHH context) - repeats","LTR_Os_chr_01_23#LTR/Copia"
"18672","hyper - BGI (CHH context) - repeats","ifisi_84L17-1#LTR/Gypsy"
"18673","hyper - BGI (CHH context) - repeats","LTR_Os_chr_03_550#LTR/Copia"
"18674","hyper - BGI (CHH context) - repeats","LTR_Os_chr_03_433#LTR/Gypsy"
"18675","hyper - BGI (CHH context) - repeats","taz_retroryza#LTR"
"18676","hyper - BGI (CHH context) - repeats","ORSgOTOT00000188"
"18677","hyper - BGI (CHH context) - repeats","LTR_Os_chr_05_1051#LTR"
"18678","hyper - BGI (CHH context) - repeats","ORSgTETNOOT00661"
"18679","hyper - BGI (CHH context) - repeats","LTR_Os_chr_06_1166#LTR"
"18680","hyper - BGI (CHH context) - repeats","antechinus-osj_retroryza#LTR"
"18681","hyper - BGI (CHH context) - repeats","LTR_Os_chr_05_1035#LTR/Copia"
"18682","hyper - BGI (CHH context) - repeats","ORSgTEMT01601522"
"18683","hyper - BGI (CHH context) - repeats","WANDERER_OS#DNA/Mite"
"18684","hyper - BGI (CHH context) - repeats","MDR3#DNA/MuDR"
"18685","hyper - BGI (CHH context) - repeats","ORSiTETNOOT00169"
"18686","hyper - BGI (CHH context) - repeats","LTR_Os_chr_10_1927#LTR"
"18687","hyper - BGI (CHH context) - repeats","LTR_Os_chr_05_1052#LTR/Copia"
"18688","hyper - BGI (CHH context) - repeats","ORSiTEMT05300003#DNA/Mite"
"18689","hyper - BGI (CHH context) - repeats","ORSgTEMT04200034"
"18690","hyper - BGI (CHH context) - repeats","LTR_Os_chr_08_1518#LTR/Gypsy"
"18691","hyper - BGI (CHH context) - repeats","LTR_Os_chr_06_1061#LTR"
"18692","hyper - BGI (CHH context) - repeats","TREP3429#DNA/En-Spm"
"18693","hyper - BGI (CHH context) - repeats","LTR_Os_chr_12_2328#LTR"
"18694","hyper - BGI (CHH context) - repeats","LTR_Os_chr_05_874#LTR"
"18695","hyper - BGI (CHH context) - repeats","LTR_Os_chr_06_1071#LTR/Gypsy"
"18696","hyper - BGI (CHH context) - repeats","LTR_Os_chr_08_1551#LTR/Gypsy"
"18697","hyper - BGI (CHH context) - repeats","LTR_Os_chr_10_1817#LTR/Copia"
"18698","hyper - BGI (CHH context) - repeats","ORSgTEMT00600364"
